TID	familyID	evidence	value	rank	description	note
93	Cluster_1463	MaAsLin2_DA__mean_log	-4.346681499928079	0.9979035639412998	ranking based on single evidence	CD_vs_nonIBD
94	Cluster_1463	MaAsLin2_DA__qvalue	2.51526964978968e-05	0.8799860041987404	ranking based on single evidence	CD_vs_nonIBD
95	Cluster_1463	priority_score	0.8748244055312501	0.8748244055312501	meta ranking based on multiple evidences	CD_vs_nonIBD
96	Cluster_1000	DNA_within_phenotype_abundance	1826.4589411764705	0.8287910552061496	ranking based on single evidence	CD_vs_nonIBD
97	Cluster_1000	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
98	Cluster_1000	MaAsLin2_DA__mean_log	-3.8730449923888766	0.9664570230607966	ranking based on single evidence	CD_vs_nonIBD
99	Cluster_1000	MaAsLin2_DA__qvalue	2.7931758507237e-05	0.8684394681595521	ranking based on single evidence	CD_vs_nonIBD
100	Cluster_1000	priority_score	0.8743800647431421	0.8743800647431421	meta ranking based on multiple evidences	CD_vs_nonIBD
101	Cluster_351	DNA_within_phenotype_abundance	1263.238421176471	0.7044025157232704	ranking based on single evidence	CD_vs_nonIBD
102	Cluster_351	DNA_within_phenotype_prevalence	1.0	1.0	ranking based on single evidence	CD_vs_nonIBD
103	Cluster_351	MaAsLin2_DA__mean_log	3.5043916443263208	0.8714185883997205	ranking based on single evidence	CD_vs_nonIBD
104	Cluster_351	MaAsLin2_DA__qvalue	1.87206335011791e-06	0.986703988803359	ranking based on single evidence	CD_vs_nonIBD
105	Cluster_351	priority_score	0.8732342888719281	0.8732342888719281	meta ranking based on multiple evidences	CD_vs_nonIBD
106	Cluster_256	DNA_within_phenotype_abundance	1266.9524416176473	0.7064989517819706	ranking based on single evidence	CD_vs_nonIBD
107	Cluster_256	DNA_within_phenotype_prevalence	0.9852941176470589	0.9727988546886185	ranking based on single evidence	CD_vs_nonIBD
108	Cluster_256	MaAsLin2_DA__mean_log	3.5486435272027874	0.8888888888888888	ranking based on single evidence	CD_vs_nonIBD
109	Cluster_256	MaAsLin2_DA__qvalue	3.03887360726652e-06	0.9818054583624912	ranking based on single evidence	CD_vs_nonIBD
110	Cluster_256	priority_score	0.8720441504956402	0.8720441504956402	meta ranking based on multiple evidences	CD_vs_nonIBD
111	Cluster_244	DNA_within_phenotype_abundance	1176.29466132353	0.6729559748427673	ranking based on single evidence	CD_vs_nonIBD
112	Cluster_244	DNA_within_phenotype_prevalence	0.9852941176470589	0.9727988546886185	ranking based on single evidence	CD_vs_nonIBD
113	Cluster_244	MaAsLin2_DA__mean_log	3.83898080411049	0.9622641509433962	ranking based on single evidence	CD_vs_nonIBD
114	Cluster_244	MaAsLin2_DA__qvalue	4.43839084915245e-06	0.966410076976907	ranking based on single evidence	CD_vs_nonIBD
115	Cluster_244	priority_score	0.8718555148447888	0.8718555148447888	meta ranking based on multiple evidences	CD_vs_nonIBD
116	Cluster_535	DNA_within_phenotype_abundance	2278.881032352942	0.9650593990216632	ranking based on single evidence	CD_vs_nonIBD
117	Cluster_535	DNA_within_phenotype_prevalence	1.0	1.0	ranking based on single evidence	CD_vs_nonIBD
118	Cluster_535	MaAsLin2_DA__mean_log	-3.480698435188194	0.859538784067086	ranking based on single evidence	CD_vs_nonIBD
119	Cluster_535	MaAsLin2_DA__qvalue	0.000126271558299362	0.7137858642407278	ranking based on single evidence	CD_vs_nonIBD
120	Cluster_535	priority_score	0.8694516831838088	0.8694516831838088	meta ranking based on multiple evidences	CD_vs_nonIBD
121	Cluster_1403	DNA_within_phenotype_abundance	1700.869764705882	0.7917540181691125	ranking based on single evidence	CD_vs_nonIBD
122	Cluster_1403	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
123	Cluster_1403	MaAsLin2_DA__mean_log	-3.583500205210693	0.9014675052410901	ranking based on single evidence	CD_vs_nonIBD
124	Cluster_1403	MaAsLin2_DA__qvalue	6.42417736544155e-06	0.9517144856543037	ranking based on single evidence	CD_vs_nonIBD
125	Cluster_1403	priority_score	0.8686302601060398	0.8686302601060398	meta ranking based on multiple evidences	CD_vs_nonIBD
126	Cluster_1318	DNA_within_phenotype_abundance	1706.2981176470585	0.7945492662473794	ranking based on single evidence	CD_vs_nonIBD
127	Cluster_1318	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
128	Cluster_1318	MaAsLin2_DA__mean_log	-3.781311887984613	0.9545772187281621	ranking based on single evidence	CD_vs_nonIBD
129	Cluster_1318	MaAsLin2_DA__qvalue	2.31639928669972e-05	0.8929321203638908	ranking based on single evidence	CD_vs_nonIBD
130	Cluster_1318	priority_score	0.8680630089779307	0.8680630089779307	meta ranking based on multiple evidences	CD_vs_nonIBD
131	Cluster_626	DNA_within_phenotype_abundance	1908.7946382352945	0.8560447239692522	ranking based on single evidence	CD_vs_nonIBD
132	Cluster_626	DNA_within_phenotype_prevalence	1.0	1.0	ranking based on single evidence	CD_vs_nonIBD
133	Cluster_626	MaAsLin2_DA__mean_log	-3.2966684822339163	0.7624039133473096	ranking based on single evidence	CD_vs_nonIBD
134	Cluster_626	MaAsLin2_DA__qvalue	2.57019166447264e-05	0.8761371588523443	ranking based on single evidence	CD_vs_nonIBD
135	Cluster_626	priority_score	0.8655802058312038	0.8655802058312038	meta ranking based on multiple evidences	CD_vs_nonIBD
136	Cluster_1026	DNA_within_phenotype_abundance	2029.3582941176471	0.9007686932215234	ranking based on single evidence	CD_vs_nonIBD
137	Cluster_1026	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
138	Cluster_1026	MaAsLin2_DA__mean_log	-4.024827441940271	0.9832285115303984	ranking based on single evidence	CD_vs_nonIBD
139	Cluster_1026	MaAsLin2_DA__qvalue	8.1700383680131e-05	0.7603219034289713	ranking based on single evidence	CD_vs_nonIBD
140	Cluster_1026	priority_score	0.8649868089367087	0.8649868089367087	meta ranking based on multiple evidences	CD_vs_nonIBD
141	Cluster_749	DNA_within_phenotype_abundance	2401.1370882352944	0.9776380153738644	ranking based on single evidence	CD_vs_nonIBD
142	Cluster_749	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
143	Cluster_749	MaAsLin2_DA__mean_log	-3.6771411363726436	0.9294199860237596	ranking based on single evidence	CD_vs_nonIBD
144	Cluster_749	MaAsLin2_DA__qvalue	9.11873105742839e-05	0.7438768369489154	ranking based on single evidence	CD_vs_nonIBD
145	Cluster_749	priority_score	0.8648616888268537	0.8648616888268537	meta ranking based on multiple evidences	CD_vs_nonIBD
146	Cluster_1160	DNA_within_phenotype_abundance	1951.203117647059	0.8721174004192872	ranking based on single evidence	CD_vs_nonIBD
147	Cluster_1160	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
148	Cluster_1160	MaAsLin2_DA__mean_log	-3.4093496527599236	0.8252969951083159	ranking based on single evidence	CD_vs_nonIBD
149	Cluster_1160	MaAsLin2_DA__qvalue	1.49382076775676e-05	0.9181245626312107	ranking based on single evidence	CD_vs_nonIBD
150	Cluster_1160	priority_score	0.8640444335800515	0.8640444335800515	meta ranking based on multiple evidences	CD_vs_nonIBD
151	Cluster_906	DNA_within_phenotype_abundance	2218.172794117647	0.9517819706498952	ranking based on single evidence	CD_vs_nonIBD
152	Cluster_906	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
153	Cluster_906	MaAsLin2_DA__mean_log	-3.291992849451293	0.7568134171907757	ranking based on single evidence	CD_vs_nonIBD
154	Cluster_906	MaAsLin2_DA__qvalue	1.27437757794973e-05	0.9296710986703989	ranking based on single evidence	CD_vs_nonIBD
155	Cluster_906	priority_score	0.8640177063658325	0.8640177063658325	meta ranking based on multiple evidences	CD_vs_nonIBD
156	Cluster_195	DNA_within_phenotype_abundance	1576.127088235294	0.7749825296995109	ranking based on single evidence	CD_vs_nonIBD
157	Cluster_195	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
158	Cluster_195	MaAsLin2_DA__mean_log	-4.013551567042419	0.9825296995108316	ranking based on single evidence	CD_vs_nonIBD
159	Cluster_195	MaAsLin2_DA__qvalue	2.62091390320624e-05	0.8736878936319105	ranking based on single evidence	CD_vs_nonIBD
160	Cluster_195	priority_score	0.8630731831122378	0.8630731831122378	meta ranking based on multiple evidences	CD_vs_nonIBD
161	Cluster_787	DNA_within_phenotype_abundance	1934.985029411765	0.8651292802236199	ranking based on single evidence	CD_vs_nonIBD
162	Cluster_787	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
163	Cluster_787	MaAsLin2_DA__mean_log	-3.6774567446241044	0.9301187980433263	ranking based on single evidence	CD_vs_nonIBD
164	Cluster_787	MaAsLin2_DA__qvalue	4.3342018905099e-05	0.8184044786564031	ranking based on single evidence	CD_vs_nonIBD
165	Cluster_787	priority_score	0.863033763416657	0.863033763416657	meta ranking based on multiple evidences	CD_vs_nonIBD
166	Cluster_1214	DNA_within_phenotype_abundance	2194.3450000000003	0.944095038434661	ranking based on single evidence	CD_vs_nonIBD
167	Cluster_1214	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
168	Cluster_1214	MaAsLin2_DA__mean_log	-4.072144143826565	0.986722571628232	ranking based on single evidence	CD_vs_nonIBD
169	Cluster_1214	MaAsLin2_DA__qvalue	0.000116422836038316	0.7235829251224632	ranking based on single evidence	CD_vs_nonIBD
170	Cluster_1214	priority_score	0.8627051761632858	0.8627051761632858	meta ranking based on multiple evidences	CD_vs_nonIBD
171	Cluster_1143	DNA_within_phenotype_abundance	1673.806411764706	0.7854647099930119	ranking based on single evidence	CD_vs_nonIBD
172	Cluster_1143	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
173	Cluster_1143	MaAsLin2_DA__mean_log	-4.2776468105956535	0.9951083158630328	ranking based on single evidence	CD_vs_nonIBD
174	Cluster_1143	MaAsLin2_DA__qvalue	3.31503513733882e-05	0.8488453463960812	ranking based on single evidence	CD_vs_nonIBD
175	Cluster_1143	priority_score	0.8624382164701292	0.8624382164701292	meta ranking based on multiple evidences	CD_vs_nonIBD
176	Cluster_1163	DNA_within_phenotype_abundance	1943.3415000000002	0.86722571628232	ranking based on single evidence	CD_vs_nonIBD
177	Cluster_1163	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
178	Cluster_1163	MaAsLin2_DA__mean_log	-3.7600110557317517	0.9475890985324947	ranking based on single evidence	CD_vs_nonIBD
179	Cluster_1163	MaAsLin2_DA__qvalue	4.9686326242604e-05	0.801259622113366	ranking based on single evidence	CD_vs_nonIBD
180	Cluster_1163	priority_score	0.8623770982631095	0.8623770982631095	meta ranking based on multiple evidences	CD_vs_nonIBD
181	Cluster_962	DNA_within_phenotype_abundance	2234.6627058823537	0.9538784067085954	ranking based on single evidence	CD_vs_nonIBD
182	Cluster_962	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
183	Cluster_962	MaAsLin2_DA__mean_log	-3.4644409392301565	0.8511530398322851	ranking based on single evidence	CD_vs_nonIBD
184	Cluster_962	MaAsLin2_DA__qvalue	4.71453126429427e-05	0.8089573128061581	ranking based on single evidence	CD_vs_nonIBD
185	Cluster_962	priority_score	0.8618307067987896	0.8618307067987896	meta ranking based on multiple evidences	CD_vs_nonIBD
186	Cluster_189	DNA_within_phenotype_abundance	1608.9143823529412	0.7791754018169113	ranking based on single evidence	CD_vs_nonIBD
187	Cluster_189	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
188	Cluster_189	MaAsLin2_DA__mean_log	-3.921584278420917	0.9720475192173306	ranking based on single evidence	CD_vs_nonIBD
189	Cluster_189	MaAsLin2_DA__qvalue	3.02495631623147e-05	0.86074177746676	ranking based on single evidence	CD_vs_nonIBD
190	Cluster_189	priority_score	0.8591345630626612	0.8591345630626612	meta ranking based on multiple evidences	CD_vs_nonIBD
191	Cluster_169	DNA_within_phenotype_abundance	1951.6303529411764	0.872816212438854	ranking based on single evidence	CD_vs_nonIBD
192	Cluster_169	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
193	Cluster_169	MaAsLin2_DA__mean_log	-3.6890666467442643	0.9343116701607268	ranking based on single evidence	CD_vs_nonIBD
194	Cluster_169	MaAsLin2_DA__qvalue	5.28660444841813e-05	0.7942617214835549	ranking based on single evidence	CD_vs_nonIBD
195	Cluster_169	priority_score	0.8589314296879872	0.8589314296879872	meta ranking based on multiple evidences	CD_vs_nonIBD
196	Cluster_164	DNA_within_phenotype_abundance	2012.8909117647054	0.8895877009084556	ranking based on single evidence	CD_vs_nonIBD
197	Cluster_164	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
198	Cluster_164	MaAsLin2_DA__mean_log	-3.7744476943404743	0.9524807826694619	ranking based on single evidence	CD_vs_nonIBD
199	Cluster_164	MaAsLin2_DA__qvalue	7.90890914535885e-05	0.7652204338698391	ranking based on single evidence	CD_vs_nonIBD
200	Cluster_164	priority_score	0.8578694195373952	0.8578694195373952	meta ranking based on multiple evidences	CD_vs_nonIBD
201	Cluster_728	DNA_within_phenotype_abundance	2088.1259441176467	0.9126484975541579	ranking based on single evidence	CD_vs_nonIBD
202	Cluster_728	DNA_within_phenotype_prevalence	1.0	1.0	ranking based on single evidence	CD_vs_nonIBD
203	Cluster_728	MaAsLin2_DA__mean_log	-3.2001242843577318	0.6925227113906359	ranking based on single evidence	CD_vs_nonIBD
204	Cluster_728	MaAsLin2_DA__qvalue	2.42069618070911e-05	0.8887333799860042	ranking based on single evidence	CD_vs_nonIBD
205	Cluster_728	priority_score	0.8574665669272872	0.8574665669272872	meta ranking based on multiple evidences	CD_vs_nonIBD
206	Cluster_751	DNA_within_phenotype_abundance	2103.7940294117648	0.9189378057302585	ranking based on single evidence	CD_vs_nonIBD
207	Cluster_751	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
208	Cluster_751	MaAsLin2_DA__mean_log	-3.6739789542288257	0.9287211740041929	ranking based on single evidence	CD_vs_nonIBD
209	Cluster_751	MaAsLin2_DA__qvalue	8.4607108503186e-05	0.7564730580825753	ranking based on single evidence	CD_vs_nonIBD
210	Cluster_751	priority_score	0.8567545758229569	0.8567545758229569	meta ranking based on multiple evidences	CD_vs_nonIBD
211	Cluster_122	DNA_within_phenotype_abundance	1726.8438235294118	0.7966457023060797	ranking based on single evidence	CD_vs_nonIBD
212	Cluster_122	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
213	Cluster_122	MaAsLin2_DA__mean_log	-3.730237824061292	0.944095038434661	ranking based on single evidence	CD_vs_nonIBD
214	Cluster_122	MaAsLin2_DA__qvalue	3.27644677154953e-05	0.8509447165850245	ranking based on single evidence	CD_vs_nonIBD
215	Cluster_122	priority_score	0.8562490333372546	0.8562490333372546	meta ranking based on multiple evidences	CD_vs_nonIBD
216	Cluster_1418	DNA_within_phenotype_abundance	1737.2303823529412	0.8029350104821803	ranking based on single evidence	CD_vs_nonIBD
217	Cluster_1418	DNA_within_phenotype_prevalence	0.9705882352941176	0.8460987831066571	ranking based on single evidence	CD_vs_nonIBD
218	Cluster_1418	MaAsLin2_DA__mean_log	-4.367242592309621	0.9986023759608665	ranking based on single evidence	CD_vs_nonIBD
219	Cluster_1418	MaAsLin2_DA__qvalue	4.89956963274954e-05	0.8026592022393282	ranking based on single evidence	CD_vs_nonIBD
220	Cluster_1418	priority_score	0.8556910712736444	0.8556910712736444	meta ranking based on multiple evidences	CD_vs_nonIBD
